"Time per step","Trainable parameters","_defaultColorIndex","id","name"
"0.10015071849060059","85794048","5","up9pchyd","R=128"
"0.10284431365966798","67509504","3","e7v80ft7","R=64"
"0.10112014131164551","58367232","0","aleula9s","R=32"
"0.10180969250488282","53796096","14","i0mb9ak8","R=16"
