"Time per step","Total parameters","_defaultColorIndex","id","name"
"0.05127872920227051","211717504","4","9ls8vg1d","6 Layers"
"0.05280644511413574","208177024","0","notx8t6g","5 Layers"
"0.050127935554504406","204636544","15","boyzdq7r","4 Layers"
"0.05257321672058102","201096064","14","pkvd3xdh","3 Layers"
"0.05026737356567384","197555584","13","kh4z1sy8","2 Layers"
"0.052382169204711955","194015104","12","xtf4r4vl","1 Layer"
"0.0494756044845581","190474624","9","ba77p7rh","No Layers"
