"Time per step","Total parameters","_defaultColorIndex","id","name"
"0.04966499320983885","211717504","2","sexi2qr6","6 Layers"
"0.04929319116973877","208177024","4","hz26yqvk","5 Layers"
"0.050671388610839856","204636544","3","k3sugt5","4 Layers"
"0.0500086435","201096064","3","xxxxxx","3 Layers"
"0.04809734555053714","197555584","1","f1u5s6f3","2 Layers"
"0.0500897505","194015104","1","xxxxxx","1 Layer"
"0.04934765983581542","190474624","2","ljhf8xwc","No Layers"
