"Time per step","Total parameters","_defaultColorIndex","id","name"
"0.10277434783935548","237665152","12","0ge10znj","R=128"
"0.10307790449523925","219380608","10","oze629gb","R=64"
"0.101033107421875","210238336","8","mr044x3g","R=32"
"0.10096648191833496","205667200","7","5ey3tbqp","R=16"
